시장,코드,종목명,현재가,등락률,시가총액,거래량,거래대금억원_추정,PER,ROE,점수
KOSPI,396520,TIGER 차이나반도체FACTSET,15835.0,-5.66,3914.0,1517893.0,240.35835655,,,4
KOSPI,093370,후성,11470.0,-3.53,12302.0,2061958.0,236.5065826,-266.74,1.61,4
KOSDAQ,099320,쎄트렉아이,133700.0,-4.43,14642.0,173351.0,231.770287,121.88,6.31,4
KOSPI,421320,PLUS 우주항공,42680.0,-5.06,3350.0,537418.0,229.3700024,,,4
KOSPI,457990,PLUS 태양광&ESS,45885.0,-0.99,1881.0,497228.0,228.1530678,,,4
KOSPI,0182,1Q K반도체TOP2+,14705.0,1.59,2250.0,1532940.0,225.418827,,,4
KOSPI,307520,TIGER 지주회사,26305.0,3.48,4182.0,808437.0,212.65935285,,,4
KOSDAQ,144960,뉴파워프라즈마,8400.0,-11.21,3670.0,2470355.0,207.50982,43.08,3.1,4
KOSPI,377990,TIGER Fn신재생에너지,33420.0,-2.05,2039.0,590916.0,197.4841272,,,4
KOSPI,0053,TIGER 차이나휴머노이드로봇,13155.0,-3.27,3716.0,1428158.0,187.8741849,,,4
KOSPI,385720,TIME 코스피액티브,33210.0,3.75,5247.0,493699.0,163.9574379,,,4
KOSPI,471780,TIGER 코리아테크액티브,46850.0,4.59,2994.0,345500.0,161.86675,,,4
KOSPI,241180,TIGER 일본니케이225,37960.0,3.38,3485.0,420840.0,159.750864,,,4
KOSPI,463050,TIME K바이오액티브,15950.0,-3.51,3270.0,918877.0,146.5608815,,,4
KOSPI,471040,KoAct 글로벌AI&로봇액티브,37580.0,4.39,3232.0,383938.0,144.2839004,,,4
KOSPI,451060,1Q 200액티브,43470.0,3.85,5021.0,322102.0,140.0177394,,,4
KOSPI,495060,TIME 코리아밸류업액티브,38715.0,4.23,2962.0,358148.0,138.6569982,,,4
KOSPI,361580,RISE 200TR,76570.0,3.66,5972.0,167997.0,128.6353029,,,4
KOSPI,414780,TIGER 차이나과창판STAR50(합성),15940.0,-4.81,2606.0,801501.0,127.7592594,,,4
KOSPI,388420,RISE 비메모리반도체액티브,38325.0,3.79,3603.0,331494.0,127.0450755,,,4
KOSPI,0093,RISE AI반도체TOP10,38635.0,-0.82,2183.0,317610.0,122.7086235,,,4
KOSPI,011170,롯데케미칼,80700.0,-0.98,34520.0,144225.0,116.389575,-1.92,-15.13,4
KOSPI,466950,TIGER 글로벌AI액티브,41255.0,4.28,5871.0,273828.0,112.9677414,,,4
KOSDAQ,121600,나노신소재,66800.0,-5.25,8185.0,167396.0,111.820528,110.6,0.67,4
KOSDAQ,200710,에이디테크놀로지,39600.0,1.67,5331.0,276378.0,109.445688,147.76,2.71,4
KOSDAQ,058970,엠로,26550.0,7.71,3282.0,390639.0,103.7146545,111.55,3.19,4
KOSPI,0104,TIGER 200타겟위클리커버드콜,26430.0,3.34,2643.0,381208.0,100.7532744,,,4
KOSDAQ,330860,네패스아크,41200.0,-7.42,5020.0,244540.0,100.75048,69.24,2.05,4
KOSPI,483280,KODEX 미국AI테크TOP10타겟커버드콜,13690.0,2.09,5736.0,714854.0,97.8635126,,,4
KOSPI,0052,TIGER 코리아배당다우존스,16415.0,1.83,4366.0,589746.0,96.8068059,,,4
KOSPI,302440,SK바이오사이언스,40900.0,2.25,32089.0,235893.0,96.480237,-38.51,-3.2,4
KOSPI,484790,KODEX 미국30년국채액티브(H),8570.0,0.94,6614.0,1087988.0,93.2405716,,,4
KOSPI,0046,TIGER 미국초단기(3개월이하)국채,10415.0,0.29,3717.0,871407.0,90.75703905,,,4
KOSDAQ,089010,켐트로닉스,35700.0,-3.25,5987.0,245667.0,87.703119,58.43,4.6,4
KOSPI,489250,KODEX 미국배당다우존스,13400.0,0.07,5481.0,645419.0,86.486146,,,4
KOSDAQ,060370,LS마린솔루션,32800.0,-1.5,17134.0,262876.0,86.223328,127.13,2.0,4
KOSPI,314250,KODEX 미국빅테크10(H),61000.0,1.86,6991.0,141016.0,86.01976,,,4
KOSPI,447770,TIGER 테슬라채권혼합Fn,14970.0,0.77,5734.0,536719.0,80.3468343,,,4
KOSPI,004990,롯데지주,25450.0,-1.36,25364.0,314411.0,80.0175995,-5.06,-10.51,4
KOSPI,481190,SOL 미국테크TOP10,18990.0,1.66,3409.0,417972.0,79.3728828,,,4
KOSPI,458250,TIGER 미국30년국채스트립액티브(합성 H),36630.0,1.98,5188.0,211165.0,77.3497395,,,4
KOSPI,482730,TIGER 미국S&P500타겟데일리커버드콜,12980.0,1.33,6308.0,594927.0,77.2215246,,,4
KOSPI,472160,TIGER 미국테크TOP10 INDXX(H),19675.0,1.29,2951.0,383144.0,75.383582,,,4
KOSPI,448630,RISE 삼성그룹Top3채권혼합,15595.0,1.27,3712.0,464361.0,72.41709795,,,4
KOSPI,228790,TIGER 화장품,3490.0,-1.69,2532.0,2066758.0,72.1298542,,,4
KOSPI,0048,KODEX 미국머니마켓액티브,15060.0,0.27,6852.0,477024.0,71.8398144,,,4
KOSDAQ,123860,아나패스,19030.0,2.98,2307.0,370555.0,70.5166165,78.96,3.67,4
KOSPI,426020,TIME 미국S&P500액티브,35760.0,2.32,3669.0,193335.0,69.136596,,,4
KOSDAQ,044490,태웅,36650.0,-1.08,7333.0,188437.0,69.0621605,89.83,0.89,4
KOSPI,004090,한국석유,12650.0,-4.02,1606.0,537113.0,67.9447945,21.89,2.59,4
KOSPI,478150,TIME 글로벌우주테크&방산액티브,25375.0,1.62,3946.0,259500.0,65.848125,,,4
KOSPI,449190,KODEX 미국나스닥100(H),22890.0,1.31,6123.0,278553.0,63.7607817,,,4
KOSPI,295040,SOL 200TR,50580.0,4.12,7739.0,122879.0,62.1521982,,,4
KOSPI,422420,RISE 2차전지액티브,9925.0,0.2,3172.0,623053.0,61.83801025,,,4
KOSDAQ,085910,네오티스,31600.0,0.0,4403.0,187599.0,59.281284,80.82,7.84,4
KOSPI,435420,TIGER 미국나스닥100채권혼합50,14840.0,0.68,4081.0,397350.0,58.96674,,,4
KOSPI,157450,TIGER 단기통안채,111820.0,0.01,13642.0,52168.0,58.3342576,,,4
KOSPI,434060,KODEX TDF2050액티브 적격,18550.0,0.51,6353.0,312003.0,57.8765565,,,4
KOSPI,472870,RISE 미국30년국채엔화노출(합성 H),7810.0,0.71,3038.0,733428.0,57.2807268,,,4
KOSPI,0038,KODEX 미국휴머노이드로봇,19035.0,2.37,3426.0,282426.0,53.7597891,,,4
KOSPI,474220,TIGER 미국테크TOP10타겟커버드콜,16905.0,1.5,5131.0,309147.0,52.26130035,,,4
KOSPI,0040,SOL 팔란티어커버드콜OTM채권혼합,8610.0,1.29,3939.0,601480.0,51.787428,,,4
KOSPI,402970,ACE 미국배당다우존스,15830.0,0.06,8944.0,305215.0,48.3155345,,,4
KOSPI,012610,경인양행,4965.0,-1.29,2066.0,792282.0,39.3368013,24.82,2.35,4
KOSPI,285130,SK케미칼,43150.0,-0.92,7464.0,91152.0,39.332088,66.8,2.0,4
KOSDAQ,264850,이랜시스,6490.0,-2.41,1966.0,602819.0,39.1229531,43.27,8.01,4
KOSPI,278540,KODEX MSCI Korea TR,47815.0,4.43,32419.0,77996.0,37.2937874,,,4
KOSPI,310970,TIGER MSCI Korea TR,59980.0,4.01,63159.0,57620.0,34.560476,,,4
KOSDAQ,0082,카나프테라퓨틱스,24750.0,-6.78,3271.0,139026.0,34.408935,-6.84,108.9,4
KOSDAQ,253450,스튜디오드래곤,26450.0,0.38,7950.0,129267.0,34.1911215,77.11,1.34,4
KOSDAQ,489500,엘케이켐,31950.0,-7.12,2042.0,100281.0,32.0397795,38.22,9.26,4
KOSPI,008060,대덕,21550.0,0.47,6742.0,147164.0,31.713842,36.84,0.59,4
KOSPI,003000,부광약품,4855.0,-3.86,4790.0,647983.0,31.45957465,31.73,4.3,4
KOSDAQ,347850,디앤디파마텍,94600.0,-12.0,41439.0,3251016.0,3075.461136,-172.94,-31.49,3
KOSDAQ,439960,코스모로보틱스,37100.0,-10.17,11912.0,2568798.0,953.024058,-44.01,-659.24,3
KOSDAQ,456010,아이씨티케이,33650.0,7.34,4715.0,2523710.0,849.228415,-80.5,-15.36,3
KOSDAQ,382840,원준,10010.0,-0.3,1529.0,5491620.0,549.711162,-11.63,-11.68,3
KOSDAQ,033160,엠케이전자,21500.0,-27.49,5202.0,2357518.0,506.86637,358.33,0.37,3
KOSDAQ,048410,현대바이오,11570.0,-12.02,11166.0,3493947.0,404.2496679,-52.12,-29.47,3
KOSPI,336370,솔루스첨단소재,11690.0,25.7,8208.0,3031670.0,354.402223,-24.61,-9.15,3
KOSDAQ,417010,나노팀,13150.0,-10.24,2653.0,2620716.0,344.624154,263.0,2.13,3
KOSDAQ,064290,인텍플러스,42100.0,4.86,5416.0,786508.0,331.119868,-163.81,-7.24,3
KOSPI,491820,HANARO 전력설비투자,56510.0,-3.24,2204.0,473498.0,267.5737198,,,3
KOSPI,004710,한솔테크닉스,12480.0,-0.56,3921.0,2036032.0,254.0967936,-25.01,-4.1,3
KOSDAQ,420770,기가비스,141400.0,8.19,17924.0,179630.0,253.99682,116.0,7.42,3
KOSPI,0177,ACE K휴머노이드로봇산업TOP2+,14500.0,5.84,1610.0,1650765.0,239.360925,,,3
KOSPI,139220,TIGER 200 건설,9280.0,3.63,1787.0,2454184.0,227.7482752,,,3
KOSDAQ,126340,비나텍,149000.0,-2.04,10644.0,136742.0,203.74558,-167.79,-7.14,3
KOSPI,293180,HANARO 200,135760.0,4.2,6788.0,147871.0,200.7496696,,,3
KOSDAQ,323280,태성,57300.0,-3.05,17498.0,344530.0,197.41569,-1005.26,-3.0,3
KOSDAQ,466100,클로봇,44000.0,5.39,11202.0,446191.0,196.32404,-505.75,-3.58,3
KOSDAQ,033790,피노,10500.0,-3.58,8645.0,1761770.0,184.98585,110.53,-7.58,3
KOSDAQ,161580,필옵틱스,43250.0,-6.18,10139.0,426945.0,184.6537125,-40.38,-14.67,3
KOSDAQ,475830,오름테라퓨틱,67800.0,-3.14,14586.0,253481.0,171.860118,-33.63,-33.22,3
KOSDAQ,138080,오이솔루션,34750.0,0.0,4301.0,494466.0,171.826935,-19.77,-39.08,3
KOSPI,017900,광전자,10580.0,-5.54,6130.0,1618547.0,171.2422726,101.73,1.77,3
KOSPI,0168,TIGER 기술이전바이오액티브,8535.0,-3.67,1564.0,1850582.0,157.9471737,,,3
KOSDAQ,174900,앱클론,37550.0,-5.53,7492.0,419276.0,157.438138,-50.61,-39.86,3
KOSDAQ,389500,에스비비테크,76800.0,-2.17,5118.0,191196.0,146.838528,-29.85,-76.71,3
KOSDAQ,140410,메지온,65500.0,-5.21,19907.0,223408.0,146.33224,-56.47,-110.44,3
KOSDAQ,253590,네오셈,14120.0,-8.84,6194.0,1017514.0,143.6729768,105.37,4.55,3
KOSPI,0048,KODEX 차이나휴머노이드로봇,10910.0,-5.5,2258.0,1294280.0,141.205948,,,3
KOSDAQ,125020,티씨머티리얼즈,7400.0,-8.87,2593.0,1880176.0,139.133024,54.81,2.49,3
KOSDAQ,012210,삼미금속,11890.0,5.5,2639.0,1152686.0,137.0543654,154.42,2.03,3
KOSDAQ,388210,씨엠티엑스,106200.0,-0.93,10253.0,127041.0,134.917542,-32.74,-35.89,3
KOSPI,481180,SOL 미국AI소프트웨어,15420.0,5.58,1696.0,774191.0,119.3802522,,,3
KOSPI,005070,코스모신소재,52200.0,-4.4,17338.0,221529.0,115.638138,-282.16,-0.11,3
KOSDAQ,046890,서울반도체,12890.0,-5.64,7516.0,834912.0,107.6201568,-27.6,-7.95,3
KOSPI,337160,KODEX 200ESG,58495.0,4.13,1989.0,177689.0,103.93918055,,,3
KOSPI,138520,TIGER 삼성그룹,44730.0,6.97,1852.0,230195.0,102.9662235,,,3
KOSDAQ,204270,제이앤티씨,21150.0,-4.73,12235.0,478187.0,101.1365505,-13.36,-31.32,3
KOSPI,006280,녹십자,141400.0,-0.91,16525.0,70791.0,100.098474,-118.92,-0.38,3
KOSDAQ,328130,루닛,16760.0,0.6,12467.0,595044.0,99.7293744,-15.61,-31.58,3
KOSPI,0092,SOL 한국원자력SMR,19305.0,0.42,1708.0,489848.0,94.5651564,,,3
KOSPI,354500,ACE 코스닥150,18860.0,-2.08,1773.0,498485.0,94.014271,,,3
KOSDAQ,107640,한중엔시에스,52800.0,-5.71,4786.0,177415.0,93.67512,84.48,4.52,3
KOSPI,483320,ACE 엔비디아밸류체인액티브,29225.0,3.18,3639.0,300743.0,87.89214175,,,3
KOSDAQ,056080,유진로봇,20550.0,-2.84,7709.0,419125.0,86.1301875,-90.53,-21.68,3
KOSPI,497880,SOL CD금리&머니마켓액티브,50015.0,-0.03,2497.0,165561.0,82.80533415,,,3
KOSPI,003030,세아제강지주,153200.0,-4.84,6345.0,53837.0,82.478284,49.42,3.11,3
KOSPI,0094,RISE 코리아밸류업위클리고정커버드콜,22560.0,1.78,1624.0,361224.0,81.4921344,,,3
KOSPI,000210,DL,54300.0,-0.91,11379.0,146736.0,79.677648,-21.46,-2.17,3
KOSPI,0000,PLUS 한화그룹주,35640.0,-1.94,2067.0,215155.0,76.681242,,,3
KOSPI,325010,KODEX 성장주,54340.0,2.04,2011.0,133301.0,72.4357634,,,3
KOSPI,452260,한화갤러리아,3010.0,-1.95,5835.0,2283069.0,68.7203769,86.0,0.41,3
KOSPI,0089,KODEX 금융고배당TOP10,12690.0,0.36,2322.0,539883.0,68.5111527,,,3
KOSPI,498270,KIWOOM 미국양자컴퓨팅,18600.0,6.65,2939.0,360306.0,67.016916,,,3
KOSDAQ,127120,제이에스링크,41450.0,2.09,14350.0,160842.0,66.669009,-68.97,-35.13,3
KOSPI,310960,TIGER 200TR,78215.0,3.23,4067.0,73071.0,57.15248265,,,3
KOSDAQ,042370,비츠로테크,12860.0,-3.16,3369.0,439128.0,56.4718608,66.29,2.68,3
KOSPI,286940,롯데이노베이트,22450.0,12.25,3397.0,250585.0,56.2563325,29.85,2.35,3
KOSPI,0153,KODEX 주주환원고배당주,12000.0,0.8,1956.0,447835.0,53.7402,,,3
KOSDAQ,348370,엔켐,35100.0,-0.71,7691.0,148360.0,52.07436,-11.14,-14.37,3
KOSDAQ,085660,차바이오텍,13470.0,-0.74,12523.0,379834.0,51.1636398,-8.79,-37.19,3
KOSPI,442320,RISE 글로벌원자력,45430.0,1.02,3239.0,106430.0,48.351149,,,3
KOSPI,461490,RISE 글로벌자산배분액티브,15230.0,0.86,3419.0,316803.0,48.2490969,,,3
KOSPI,476760,ACE 미국30년국채액티브,10115.0,1.2,3065.0,462336.0,46.7652864,,,3
KOSPI,453870,TIGER 인도니프티50,12465.0,1.76,3652.0,371219.0,46.27244835,,,3
KOSPI,472170,TIGER 미국테크TOP10채권혼합,14775.0,0.68,3642.0,302187.0,44.64812925,,,3
KOSPI,442570,RISE TDF2050액티브 적격,18930.0,1.12,2622.0,233696.0,44.2386528,,,3
KOSDAQ,094170,동운아나텍,39250.0,-1.87,8207.0,112242.0,44.054985,144.83,1.45,3
KOSPI,329750,TIGER 미국달러단기채권액티브,14125.0,0.32,5673.0,288331.0,40.72675375,,,3
KOSPI,130660,한전산업,13960.0,-2.51,4551.0,290673.0,40.5779508,126.91,3.71,3
KOSDAQ,125210,아모그린텍,10260.0,-5.09,1693.0,393348.0,40.3575048,27.65,7.77,3
KOSDAQ,226590,엠디바이스,17430.0,-6.14,1868.0,229571.0,40.0142253,187.42,29.23,3
KOSPI,0047,TIGER 차이나테크TOP10,15830.0,0.64,2857.0,251699.0,39.8439517,,,3
KOSPI,114260,KODEX 국고채3년,61390.0,0.18,5611.0,64401.0,39.5357739,,,3
KOSDAQ,112040,위메이드,19540.0,2.84,6634.0,193484.0,37.8067736,25.78,-4.45,3
KOSPI,453810,KODEX 인도Nifty50,12625.0,1.81,3844.0,299091.0,37.76023875,,,3
KOSPI,493810,TIGER 미국AI빅테크10타겟데일리커버드콜,13210.0,1.85,2801.0,282054.0,37.2593334,,,3
KOSPI,0144,KODEX 미국성장커버드콜액티브,10845.0,1.5,3942.0,343283.0,37.22904135,,,3
KOSPI,0111,1Q 미국나스닥100미국채혼합50액티브,11920.0,0.93,2658.0,304676.0,36.3173792,,,3
KOSPI,475080,KODEX 테슬라커버드콜채권혼합액티브,8680.0,0.52,3416.0,415230.0,36.041964,,,3
KOSPI,490490,SOL 미국배당미국채혼합50,11865.0,0.38,4532.0,296686.0,35.2017939,,,3
KOSDAQ,380550,뉴로핏,14480.0,-4.17,1766.0,237066.0,34.3271568,-6.7,141.06,3
KOSPI,456610,TIGER 미국달러SOFR금리액티브(합성),64730.0,0.25,6618.0,52586.0,34.0389178,,,3
KOSDAQ,041920,메디아나,17360.0,5.85,3229.0,192663.0,33.4462968,53.09,4.01,3
KOSDAQ,025320,시노펙스,4980.0,-1.58,4590.0,669142.0,33.3232716,97.65,4.34,3
KOSDAQ,187790,나노,6410.0,-4.75,1977.0,518808.0,33.2555928,80.12,19.01,3
KOSDAQ,054920,한컴위드,5370.0,-3.24,1515.0,596912.0,32.0541744,25.94,5.53,3
KOSPI,486450,SOL 미국AI전력인프라,25100.0,0.95,3125.0,123883.0,31.094633,,,3
KOSDAQ,090360,로보스타,94000.0,20.98,9165.0,1791029.0,1683.56726,-445.5,-5.82,2
KOSDAQ,242040,나무기술,8780.0,17.22,3038.0,16470136.0,1446.0779408,-225.13,-8.02,2
KOSDAQ,077360,덕산하이메탈,12990.0,-15.7,5902.0,6441936.0,836.8074864,-5.92,-40.79,2
KOSDAQ,069540,빛과전자,4820.0,-13.93,4719.0,15247829.0,734.9453578,-12.68,-32.62,2
KOSDAQ,274090,켄코아에어로스페이스,26750.0,-10.54,3673.0,1416288.0,378.85704,-24.98,-9.01,2
KOSDAQ,397030,에이프릴바이오,63800.0,-8.86,14938.0,439563.0,280.441194,-144.34,-10.39,2
KOSDAQ,024060,흥구석유,12480.0,-7.9,1872.0,2071092.0,258.4722816,462.22,0.2,2
KOSPI,0005,IBK K-AI반도체코어테크,75230.0,9.81,2445.0,335185.0,252.1596755,,,2
KOSDAQ,357880,SKAI,5080.0,-5.4,2648.0,4832858.0,245.5091864,-11.6,-129.35,2
KOSPI,363580,KODEX 200IT TR,75365.0,9.26,2487.0,322408.0,242.9827892,,,2
KOSDAQ,0007,아크릴,32300.0,6.25,2594.0,713766.0,230.546418,-67.57,-23.95,2
KOSPI,092200,디아이씨,8480.0,3.41,3298.0,2628884.0,222.9293632,-26.17,-7.24,2
KOSPI,006110,삼아알미늄,72800.0,-16.23,11010.0,305709.0,222.556152,-40.65,-10.79,2
KOSDAQ,491000,리브스메드,51900.0,-8.47,12977.0,423049.0,219.562431,-50.63,-20.75,2
KOSDAQ,393890,더블유씨피,15980.0,-7.42,5408.0,1310816.0,209.4683968,-3.34,-17.4,2
KOSDAQ,046970,우리로,7710.0,-4.7,3379.0,2283807.0,176.0815197,130.68,-2.0,2
KOSPI,011930,신성이엔지,24000.0,-5.51,4940.0,728191.0,174.76584,-157.89,-2.97,2
KOSDAQ,355150,코스텍시스,38350.0,-7.37,2990.0,454183.0,174.1791805,403.68,-2.51,2
KOSDAQ,358570,지아이이노베이션,14480.0,-8.93,9306.0,1198436.0,173.5335328,-26.52,-48.28,2
KOSDAQ,062970,한국첨단소재,3105.0,2.64,1773.0,5557586.0,172.5630453,-9.44,-134.86,2
KOSDAQ,348340,뉴로메카,53300.0,-3.96,6589.0,313285.0,166.980905,-15.3,-177.53,2
KOSDAQ,308080,바이젠셀,13590.0,3.11,2786.0,1031050.0,140.119695,-17.03,-32.09,2
KOSPI,005250,녹십자홀딩스,12920.0,-3.51,6076.0,980897.0,126.7318924,-7.13,-7.34,2
KOSPI,0040,SOL 팔란티어미국채커버드콜혼합,10045.0,3.56,2190.0,976961.0,98.13573245,,,2
KOSDAQ,160190,하이젠알앤엠,29700.0,-7.62,9174.0,302606.0,89.873982,-129.69,-8.13,2
KOSPI,325020,KODEX 배당가치,32660.0,4.31,1633.0,269971.0,88.1725286,,,2
KOSDAQ,064260,다날,6160.0,0.65,4660.0,1299414.0,80.0439024,-6.77,-21.22,2
KOSPI,277630,TIGER 코스피,88090.0,3.23,5462.0,82165.0,72.3791485,,,2
KOSDAQ,348210,넥스틴,67400.0,-5.47,7062.0,104163.0,70.205862,-286.81,-1.6,2
KOSDAQ,025980,아난티,5000.0,-1.96,4865.0,1299762.0,64.9881,-9.07,-5.62,2
KOSDAQ,073490,LIG아큐버,42200.0,0.72,3209.0,149683.0,63.166226,110.18,-0.71,2
KOSPI,367770,RISE 수소경제테마,31500.0,3.87,1764.0,194485.0,61.262775,,,2
KOSDAQ,365270,큐라클,15750.0,0.9,3476.0,374876.0,59.04297,-17.25,-54.03,2
KOSDAQ,388720,유일로보틱스,84800.0,-1.4,9991.0,64640.0,54.81472,-39.66,-26.71,2
KOSDAQ,060280,큐렉소,11530.0,-5.65,4757.0,465708.0,53.6961324,221.73,2.92,2
KOSDAQ,462350,이노스페이스,15380.0,0.2,3210.0,348976.0,53.6725088,-4.42,-156.1,2
KOSPI,460860,동국제강,10950.0,-4.28,5432.0,429944.0,47.078868,45.25,0.46,2
KOSPI,361610,SK아이이테크놀로지,19310.0,-2.23,15793.0,239308.0,46.2103748,-5.56,-8.58,2
KOSPI,455860,SOL 2차전지소부장Fn,6680.0,-0.3,1637.0,677131.0,45.2323508,,,2
KOSPI,495550,SOL 코리아밸류업TR,39940.0,2.7,2297.0,112862.0,45.0770828,,,2
KOSDAQ,0015,그린광학,23000.0,-4.96,2692.0,187254.0,43.06842,110.58,4.44,2
KOSDAQ,052020,에스티큐브,14590.0,-2.67,9919.0,284713.0,41.5396267,-41.33,-26.2,2
KOSPI,0123,TIGER 미국AI전력SMR,8680.0,1.58,1944.0,469616.0,40.7626688,,,2
KOSPI,237370,KODEX 코리아배당성장채권혼합,16170.0,0.94,1843.0,249143.0,40.2864231,,,2
KOSPI,0074,KoAct K수출핵심기업TOP30액티브,22090.0,1.01,1856.0,182126.0,40.2316334,,,2
KOSPI,005090,SGC에너지,49950.0,0.71,7197.0,77980.0,38.95101,-12.98,-8.42,2
KOSPI,0051,SOL 미국원자력SMR,16650.0,1.83,2406.0,231993.0,38.6268345,,,2
KOSPI,483290,KODEX 미국배당다우존스타겟커버드콜,10850.0,-0.05,1638.0,349136.0,37.881256,,,2
KOSDAQ,101170,우림피티에스,13290.0,0.3,1794.0,280427.0,37.2687483,75.08,2.93,2
KOSPI,213610,KODEX 삼성그룹밸류,26580.0,6.32,3801.0,139576.0,37.0993008,,,2
KOSPI,0176,RISE 미국AI전력인프라액티브,12965.0,0.54,1698.0,267664.0,34.7026376,,,2
KOSPI,160580,TIGER 구리실물,16900.0,2.77,2053.0,200360.0,33.86084,,,2
KOSPI,132030,KODEX 골드선물(H),25535.0,3.01,3983.0,132307.0,33.78459245,,,2
KOSPI,0008,TIGER 미국배당다우존스타겟데일리커버드콜,10580.0,0.05,2391.0,310596.0,32.8610568,,,2
KOSDAQ,293490,카카오게임즈,9500.0,0.21,8530.0,325883.0,30.958885,-8.01,-7.93,2
KOSDAQ,448900,한국피아이엠,102100.0,3.13,6202.0,241627.0,246.701167,-11344.4,-0.11,1
KOSPI,005950,이수화학,13830.0,-11.06,3636.0,1581446.0,218.7139818,-147.13,-30.98,1
KOSDAQ,084990,헬릭스미스,6370.0,-15.74,2936.0,3214533.0,204.7657521,-707.78,-0.31,1
KOSDAQ,032580,피델릭스,5890.0,-13.51,1951.0,3441954.0,202.7310906,64.02,-6.42,1
KOSPI,012200,계양전기,7550.0,-4.07,2055.0,2222183.0,167.7748165,-5.91,-96.62,1
KOSDAQ,230240,에치에프알,31850.0,8.33,4239.0,517106.0,164.698261,-49.15,-0.21,1
KOSDAQ,354320,알멕,73200.0,-9.18,4678.0,185438.0,135.740616,-357.07,-0.9,1
KOSDAQ,042520,한스바이오메드,29100.0,-11.55,4150.0,453570.0,131.98887,-16.1,-62.32,1
KOSDAQ,108860,셀바스AI,11090.0,8.3,2985.0,921599.0,102.2053291,-61.96,-5.2,1
KOSDAQ,322310,오로스테크놀로지,26100.0,-3.87,2445.0,384018.0,100.228698,-38.05,-9.76,1
KOSDAQ,307180,아이엘,8470.0,4.57,3124.0,1172989.0,99.3521683,-21.44,-78.52,1
KOSDAQ,0011,채비,10860.0,-6.62,5099.0,823254.0,89.4053844,-12.08,-40.81,1
KOSDAQ,122640,예스티,26600.0,-5.0,5697.0,335057.0,89.125162,604.55,-0.45,1
KOSPI,456040,OCI,121500.0,-5.23,10877.0,73318.0,89.08137,-49.33,-5.37,1
KOSDAQ,092190,서울바이오시스,11520.0,-4.24,5284.0,703954.0,81.0955008,-34.29,-26.46,1
KOSPI,122090,PLUS 코스피50,102175.0,3.57,1808.0,73662.0,75.2641485,,,1
KOSDAQ,399720,가온칩스,58500.0,6.56,6926.0,124036.0,72.56106,-66.03,-23.17,1
KOSDAQ,036810,에프에스티,30500.0,-4.84,6603.0,231518.0,70.61299,-44.4,-5.05,1
KOSDAQ,187660,페니트리움바이오,6590.0,-6.39,3655.0,1021851.0,67.3399809,-25.35,-104.62,1
KOSDAQ,024850,HLB이노베이션,15700.0,-4.03,4985.0,396396.0,62.234172,-13.33,-14.64,1
KOSDAQ,304100,솔트룩스,18800.0,2.12,2368.0,317612.0,59.711056,-23.33,-15.27,1
KOSDAQ,317330,덕산테코피아,18090.0,-7.61,3704.0,293962.0,53.1777258,-4.89,-48.94,1
KOSDAQ,389470,인벤티지랩,50900.0,-4.14,6774.0,101862.0,51.847758,-66.62,-17.44,1
KOSDAQ,117730,티로보틱스,18290.0,-5.48,4126.0,282175.0,51.6098075,-8.2,-103.92,1
KOSDAQ,036710,심텍홀딩스,5410.0,-1.1,2858.0,879821.0,47.5983161,-15.73,-147.91,1
KOSDAQ,059120,아진엑스텍,8520.0,-5.54,1560.0,554971.0,47.2835292,76.07,2.05,1
KOSDAQ,478340,나라스페이스테크놀로지,26050.0,-2.98,3004.0,170522.0,44.420981,-33.27,-440.58,1
KOSDAQ,079370,제우스,12050.0,-2.67,3738.0,365305.0,44.0192525,-64.1,-1.74,1
KOSDAQ,278280,천보,49250.0,1.03,5999.0,88663.0,43.6665275,-7.72,-14.64,1
KOSDAQ,475960,토모큐브,45550.0,-0.44,6096.0,92047.0,41.9274085,-178.63,-11.91,1
KOSPI,002020,코오롱,57600.0,-4.48,7435.0,69479.0,40.019904,-6.17,-8.92,1
KOSDAQ,115180,큐리언트,27650.0,-7.37,10315.0,137619.0,38.0516535,-31.75,-71.44,1
KOSDAQ,091580,상신이디피,21000.0,-6.04,2799.0,179735.0,37.74435,139.07,1.28,1
KOSDAQ,382900,범한퓨얼셀,32650.0,4.31,2860.0,115275.0,37.6372875,179.4,0.98,1
KOSDAQ,163730,핑거,16700.0,-2.22,1571.0,225274.0,37.620758,521.88,0.64,1
KOSDAQ,365340,성일하이텍,61000.0,-3.63,7882.0,57442.0,35.03962,-8.94,-46.96,1
KOSPI,451530,TIGER 국고채30년스트립액티브,41705.0,3.19,1563.0,81571.0,34.01918555,,,1
KOSPI,001530,DI동일,24700.0,-0.4,5117.0,136833.0,33.797751,-92.16,-1.8,1
KOSDAQ,243840,신흥에스이씨,7170.0,-7.0,2765.0,470331.0,33.7227327,43.19,-1.63,1
KOSPI,0064,KODEX 금액티브,14205.0,3.31,2251.0,213858.0,30.3785289,,,1
KOSDAQ,494120,큐리오시스,32550.0,-13.2,2484.0,464394.0,151.160247,-27.1,-41.49,0
KOSDAQ,024840,KBI메탈,5370.0,-9.6,2187.0,2643350.0,141.947895,-5370.0,-0.04,0
KOSDAQ,418420,라온텍,7020.0,-20.59,2155.0,1836363.0,128.9126826,-28.42,-39.94,0
