시장,코드,종목명,현재가,등락률,시가총액,거래량,거래대금억원_추정,PER,ROE,점수
KOSDAQ,290690,소룩스,5010.0,-9.24,2472.0,2524753.0,126.4901253,-31.51,-9.12,0
KOSDAQ,216080,제테마,5690.0,9.85,2122.0,1998423.0,113.7102687,-30.92,-9.59,0
KOSDAQ,199800,툴젠,48100.0,-21.28,4328.0,186186.0,89.555466,-11.48,-64.34,0
KOSPI,092220,KEC,4965.0,-3.59,1994.0,1795376.0,89.1404184,-6.79,-7.87,0
KOSDAQ,209640,와이제이링크,6750.0,-5.86,1920.0,1219763.0,82.3340025,143.62,-4.06,0
KOSDAQ,396270,넥스트칩,4675.0,7.84,1537.0,1687924.0,78.910447,-8.97,-118.34,0
KOSDAQ,321370,센서뷰,3115.0,-7.57,1609.0,2400437.0,74.77361255,-8.58,-94.38,0
KOSDAQ,432720,퀄리타스반도체,16060.0,-6.3,2279.0,454095.0,72.927657,-10.06,-53.09,0
KOSDAQ,381620,제닉스로보틱스,11610.0,-5.3,1523.0,603718.0,70.0916598,-20.81,-13.87,0
KOSDAQ,159010,아스플로,17860.0,-6.83,2382.0,374324.0,66.8542664,-34.75,-19.67,0
KOSDAQ,306620,지아이에스,3215.0,-4.74,1541.0,2074476.0,66.6944034,-44.65,-9.24,0
KOSDAQ,119830,아이텍,7740.0,-4.09,2039.0,671322.0,51.9603228,-36.68,-2.75,0
KOSPI,217590,티엠씨,22800.0,-8.8,5493.0,227073.0,51.772644,-380.0,-0.47,0
KOSDAQ,474650,링크솔루션,46750.0,-6.31,2687.0,104622.0,48.910785,-34.81,-23.14,0
KOSDAQ,0088,메쥬,25750.0,-9.65,2545.0,186878.0,48.121085,61.9,-26.72,0
KOSDAQ,082270,젬백스,15020.0,-5.24,6649.0,314113.0,47.1797726,-161.51,-26.29,0
KOSDAQ,287840,인투셀,27150.0,-7.81,4078.0,165632.0,44.969088,-36.59,-65.72,0
KOSDAQ,389650,넥스트바이오메디컬,41650.0,-5.13,3447.0,104443.0,43.5005095,-1096.05,-0.67,0
KOSDAQ,086390,유니테스트,15350.0,-7.14,3244.0,281566.0,43.220381,-19.07,-19.3,0
KOSDAQ,451760,컨텍,17440.0,-3.91,2789.0,242103.0,42.2227632,-116.27,-8.36,0
KOSDAQ,468530,프로티나,39600.0,-7.37,4370.0,103073.0,40.816908,-43.81,-40.84,0
KOSPI,005010,휴스틸,4985.0,-5.23,2801.0,786874.0,39.2256689,-16.56,-1.38,0
KOSDAQ,445090,에이직랜드,29900.0,3.1,3267.0,121861.0,36.436439,-12.24,-38.05,0
KOSDAQ,452430,사피엔반도체,42000.0,-6.67,3467.0,85920.0,36.0864,-126.51,-32.67,0
KOSPI,161000,애경케미칼,12850.0,-5.24,6251.0,272963.0,35.0757455,-200.78,-0.41,0
KOSDAQ,318060,그래피,23050.0,-5.53,2575.0,151600.0,34.9438,-22.29,-93.7,0
KOSDAQ,464080,에스오에스랩,12640.0,-2.09,2268.0,269520.0,34.067328,-12.64,-60.6,0
KOSDAQ,061970,LB세미콘,5470.0,-4.87,3177.0,621634.0,34.0033798,-2.31,-60.83,0
KOSDAQ,441270,파인엠텍,9070.0,-4.73,3785.0,362702.0,32.8970714,-39.43,-8.89,0
KOSDAQ,158430,아톤,6370.0,-3.63,1560.0,510117.0,32.4944529,151.67,1.68,0
KOSDAQ,459510,나우로보틱스,22000.0,-3.3,2855.0,147214.0,32.38708,-31.38,-75.89,0
KOSDAQ,166480,코아스템켐온,3670.0,-9.61,1940.0,1561314.0,57.3002238,-5.03,-51.72,-1
KOSDAQ,314130,지놈앤컴퍼니,6120.0,8.7,2736.0,768731.0,47.0463372,-43.1,-8.34,-1
KOSDAQ,054450,텔레칩스,14710.0,-4.48,2228.0,304161.0,44.7420831,-3.89,-35.76,-1
KOSDAQ,211270,AP위성,15260.0,-5.57,2302.0,263271.0,40.1751546,-58.69,-2.65,-1
KOSDAQ,361390,제노코,21000.0,-6.67,2045.0,190153.0,39.93213,-94.17,-4.93,-1
KOSDAQ,321550,티움바이오,7010.0,-3.58,2106.0,486287.0,34.0887187,-14.25,-37.23,-1
KOSDAQ,474170,루미르,11100.0,-9.83,1978.0,293807.0,32.612577,3700.0,0.08,-1
KOSDAQ,140670,알에스오토메이션,13460.0,-3.93,1728.0,241555.0,32.513303,-40.54,-9.37,-1
KOSDAQ,493280,아이엠바이오로직스,32350.0,-8.49,4797.0,98417.0,31.8378995,376.16,-47.26,-1
KOSDAQ,418550,제이오,7130.0,-6.18,2283.0,439269.0,31.3198797,-30.73,-4.27,-1
KOSDAQ,251370,와이엠티,13600.0,-6.01,2450.0,227534.0,30.944624,-134.65,-0.93,-1
KOSDAQ,488280,에스투더블유,20550.0,-10.65,2220.0,225488.0,46.337784,-33.41,-38.28,-2
KOSDAQ,446540,메가터치,7540.0,-11.5,2193.0,515224.0,38.8478896,-54.64,-5.32,-2
